date,positive_count,positive_score,negative_count,negative_score,total_count,total_score
20170416,105,0.6604761964,155,0.3258064501,260,0.442124999
20170417,285,0.626666666,100,0.2160000005,385,0.3980000005
20170418,185,0.6554054038,15,0.2733333409,200,0.353687944
20170419,170,0.6423529422,45,0.2944444441,215,0.413749997
20170420,370,0.6325675628,175,0.2954285699,545,0.5379411741
20170421,155,0.6619354813,100,0.3374999987,255,0.412738094
20170422,25,0.6860000134,180,0.2891666659,205,0.4683132508
20170423,90,0.6633333299,225,0.3091111102,315,0.5184848489
20170424,240,0.7081249965,170,0.297352941,410,0.5262992125
20170425,230,0.6934782591,35,0.1771428582,265,0.4062068949
20170426,200,0.705749999,25,0.2539999947,225,0.393333337
20170427,605,0.6480991727,155,0.3364516122,760,0.4872222231
20170428,220,0.6581818123,200,0.3029999981,420,0.4567346933
20170429,20,0.574999988,450,0.1967777775,470,0.4422222226
20170430,85,0.742352945,1330,0.2497744357,1415,0.5158947364
20170501,290,0.6829310316,380,0.2959210521,670,0.4552499968
20170502,190,0.6284210525,25,0.2959999993,215,0.4146086943
20170503,130,0.6326923072,90,0.3011111103,220,0.3788235215
20170504,105,0.64190476,195,0.279487179,300,0.5215384659
20170505,20,0.6474999934,250,0.2957999996,270,0.5009708728
20170506,10,0.7699999809,20,0.3149999995,30,0.3974193547
20170507,65,0.7015384482,105,0.3457142867,170,0.5041573019
20170508,120,0.6824999998,40,0.2662500017,160,0.5019403
20170509,45,0.7977777852,5,0.07,50,0.374411764
20170510,175,0.657999997,25,0.2460000038,200,0.3524999991
20170511,265,0.642641505,145,0.2668965518,410,0.5506666707
20170512,235,0.5999999921,30,0.3116666687,265,0.500652173
20170513,20,0.572500005,145,0.2555172414,165,0.5438596476
20170514,120,0.663333334,240,0.3093749996,360,0.4607142858
20170515,65,0.6192307747,335,0.2816417896,400,0.5102520975
20170516,220,0.6495454528,30,0.3366666598,250,0.471230768
20170517,180,0.6741666678,35,0.3571428561,215,0.3891666729
20170518,130,0.6180769228,115,0.3017391282,245,0.5743478222
20170519,200,0.6477500021,170,0.3117647055,370,0.5622784786
20170520,5,0.7300000191,160,0.3075000012,165,0.5118604633
20170521,120,0.6575000013,150,0.26,270,0.3533846149
20170522,250,0.6578000009,205,0.2841463399,455,0.3743152449
20170523,175,0.6474285688,30,0.291666666,205,0.4287499975
20170524,280,0.7226785687,40,0.3274999978,320,0.4199999943
20170525,335,0.6610447729,210,0.3349999981,545,0.5154285728
20170526,165,0.612727272,100,0.3064999972,265,0.5207216476
20170527,25,0.5779999971,155,0.2335483865,180,0.4394318179
20170528,95,0.6273684219,280,0.3014285717,375,0.5903333329
20170529,210,0.6659523816,180,0.305555555,390,0.493809523
20170530,235,0.6829787277,5,0.400000006,240,0.3933333323
20170531,250,0.7171999979,35,0.3599999999,285,0.5366666541
20170601,125,0.6980000019,205,0.3360975601,330,0.5749999914
20170602,35,0.6085714272,145,0.3324137939,180,0.4550943396
20170604,105,0.64238095,135,0.3399999997,240,0.6033333386
20170605,65,0.6076923059,165,0.2518181809,230,0.4756249986
20170606,115,0.643043471,170,0.3038235284,285,0.4842574232
20170607,190,0.74236842,10,0.3100000024,200,0.4128947327
20170608,105,0.6542857204,25,0.2780000009,130,0.430999998
20170609,150,0.6833333333,110,0.3490909092,260,0.594193549
20170610,20,0.674999997,80,0.3943750011,100,0.4163888895
20170611,80,0.6312500052,195,0.2879487188,275,0.5023076912
20170612,155,0.6577419331,105,0.2390476188,260,0.5016176482
20170613,415,0.6665060211,75,0.3080000002,490,0.4262499999
20170614,250,0.6283999968,5,0.349999994,255,0.463703704
20170615,235,0.659148934,35,0.2728571434,270,0.3542857165
20170616,60,0.5808333258,110,0.2845454532,170,0.5750000004
20170617,15,0.6566666762,200,0.3529999977,215,0.5104347823
20170618,95,0.6763157907,155,0.3183870949,250,0.5234545427
20170619,140,0.690714283,125,0.3379999997,265,0.5483908027
20170620,255,0.6888235246,95,0.2657894747,350,0.4973170715
20170621,110,0.6913636354,5,0.1199999973,115,0.4524637674
20170622,205,0.6634146324,40,0.3574999971,245,0.5483333319
20170623,150,0.6379999995,165,0.240606059,315,0.555384616
20170624,15,0.5699999928,150,0.3133333318,165,0.503012048
20170625,85,0.616470589,190,0.30368421,275,0.5492105293
20170626,195,0.6897435861,105,0.2642857172,300,0.5849350635
20170627,145,0.718965516,120,0.3358333331,265,0.4441379314
20170628,280,0.6841071408,20,0.2349999994,300,0.3558536574
20170629,220,0.6524999995,55,0.226363639,275,0.3100000024
20170630,120,0.7391666646,110,0.3154545446,230,0.5723076905
20170701,15,0.6333333254,80,0.2899999984,95,0.4451428565
20170702,70,0.6542857076,215,0.299069767,285,0.541025637
20170703,265,0.6735849054,110,0.3722727265,375,0.5122077924
20170704,270,0.6520370377,80,0.2675000025,350,0.4466666696
20170705,290,0.7332758616,140,0.1867857155,430,0.558222222
20170706,135,0.6903703698,155,0.226774194,290,0.6099999964
20170707,580,0.6704310353,320,0.2609375007,900,0.522173917
20170708,55,0.689090908,170,0.3250000013,225,0.5028301867
20170709,85,0.72823529,245,0.2781632646,330,0.5645528428
20170710,275,0.693999996,375,0.2670666663,650,0.5097530837
20170711,250,0.6828000021,85,0.3176470571,335,0.5476388874
20170712,245,0.69265306,50,0.2790000003,295,0.3877419332
20170713,235,0.6448936183,185,0.3689189192,420,0.5225000065
20170714,260,0.7076923091,170,0.2923529392,430,0.5818518519
20170715,70,0.6464285765,155,0.2580645147,225,0.4472131125
20170716,45,0.6477777825,180,0.3480555535,225,0.5497530828
20170717,220,0.6565909101,285,0.280175438,505,0.4458333324
20170718,305,0.611967213,45,0.2633333322,350,0.528225806
20170719,145,0.6344827578,145,0.256896553,290,0.503703703
20170720,135,0.6799999983,140,0.2882142847,275,0.3785714252
20170721,100,0.6465000033,330,0.295757576,430,0.4632142873
20170722,10,0.5550000072,200,0.3197500017,210,0.5547540957
20170723,35,0.6585714306,80,0.2475000005,115,0.5664444431
20170724,200,0.6605000004,105,0.291904765,305,0.5168686855
20170725,175,0.6462857144,10,0.3999999911,185,0.5590909085
20170726,205,0.6409756091,50,0.3020000003,255,0.5504999998
20170727,560,0.655446423,150,0.2793333336,710,0.6333333254
20170728,235,0.6921276577,120,0.2654166648,355,0.342619046
20170729,40,0.6662499905,375,0.1849333348,415,0.5086904761
20170730,140,0.6992857158,710,0.2948591535,850,0.4399152549
20170731,120,0.6245833362,240,0.2647916654,360,0.5823913045
20170801,145,0.6510344846,15,0.1933333327,160,0.4246052625
20170802,100,0.6050000042,10,0.2849999964,110,0.5120418852
20170803,125,0.6128000045,140,0.2225000001,265,0.4635714269
20170804,40,0.6687500104,225,0.285777777,265,0.5618518496
20170805,5,0.8199999928,275,0.2450909087,280,0.5632608673
20170806,35,0.6157142861,155,0.2899999984,190,0.524761905
20170807,140,0.6453571405,85,0.3400000016,225,0.524249999
20170808,40,0.6462500021,15,0.2466666698,55,0.5161445782
20170809,225,0.6408888883,40,0.383750001,265,0.4841284407
20170810,200,0.6822500035,290,0.3174137922,490,0.4965217418
20170811,60,0.640833338,185,0.278918915,245,0.3494736863
20170813,65,0.7423076951,135,0.2692592599,200,0.5133333336
20170814,120,0.6408333282,245,0.1957142868,365,0.4476377953
20170815,135,0.6544444495,135,0.2670370392,270,0.4520289862
20170816,95,0.6557894726,15,0.083333335,110,0.5190697666
20170817,350,0.6675714305,60,0.2041666669,410,0.4648780517
20170818,155,0.6012903221,215,0.2651162795,370,0.4774999991
20170819,25,0.6720000029,55,0.2590909085,80,0.4488235304
20170820,195,0.7135897432,190,0.2594736841,385,0.4971428575
20170821,240,0.678124999,185,0.2767567562,425,0.4913559315
20170822,165,0.6503030315,105,0.2323809514,270,0.3461206904
20170823,170,0.694705886,10,0.4799999893,180,0.4538582644
20170824,370,0.678243241,115,0.340869568,485,0.4762105247
20170825,240,0.5893749992,130,0.2430769219,370,0.5372727202
20170826,5,0.6899999976,95,0.266842105,100,0.6716666679
20170827,100,0.6810000002,160,0.3200000008,260,0.4080769245
20170828,320,0.6406249972,195,0.306666665,515,0.4289189192
20170829,195,0.655128207,490,0.2971428568,685,0.3410666675
20170830,175,0.6534285716,30,0.1566666669,205,0.434107144
20170831,195,0.742820509,80,0.2975000027,275,0.4452000044
20170901,125,0.6332000017,345,0.277536231,470,0.3900000006
20170902,60,0.687500005,360,0.1609722219,420,0.4920000007
20170903,40,0.7174999937,695,0.2076258994,735,0.4241860451
20170904,160,0.7112500016,165,0.2469696956,325,0.3442222194
20170905,210,0.6664285717,265,0.3132075485,475,0.501527778
20170906,190,0.6544736828,45,0.1733333324,235,0.4143820247
20170907,210,0.6295238109,45,0.2133333339,255,0.382051285
20170908,100,0.6229999989,110,0.2018181797,210,0.083333335
20170909,5,0.5299999714,260,0.1807692306,265,0.4840000015
20170910,95,0.6163157821,135,0.2625925898,230,0.399701491
20170911,205,0.6456097539,200,0.3044999991,405,0.5400000034
20170912,165,0.6454545404,290,0.3248275855,455,0.3915789469
20170913,175,0.6688571487,50,0.1429999989,225,0.5324299076
20170914,310,0.6588709672,90,0.3099999987,400,0.4523076916
20170915,155,0.6219354849,230,0.3152173906,385,0.6171428561
20170916,20,0.5474999845,190,0.2578947357,210,0.5753225814
20170917,110,0.7027272663,80,0.267499998,190,0.525270269
20170918,255,0.6678431373,235,0.3536170207,490,0.5101923083
20170919,355,0.6660563375,100,0.2994999999,455,0.5130303053
20170920,220,0.6518181806,20,0.2574999938,240,0.5499999978
20170921,250,0.6789999974,55,0.2254545467,305,0.3932191776
20170922,140,0.665,155,0.3354838684,295,0.2328571427
20170923,5,0.7799999714,190,0.242894734,195,0.5105555569
20170924,115,0.6795652172,230,0.3150000009,345,0.4522556373
20170925,315,0.7065079345,190,0.3531578967,505,0.3345945951
20170926,260,0.6642307685,75,0.3666666664,335,0.2972988507
20170927,175,0.645142857,15,0.2033333344,190,0.5155555529
20170928,230,0.663478263,50,0.3219999999,280,0.4157692322
20170929,55,0.7072727301,75,0.3546666667,130,0.4671428596
20170930,10,0.5799999833,145,0.2710344818,155,0.4505882327
20171001,10,0.6450000107,185,0.3245945925,195,0.5037037038
20171002,30,0.7083333433,140,0.3585714273,170,0.3977659575
20171003,10,0.5399999917,50,0.3580000028,60,0.4916923057
20171004,30,0.7366666694,45,0.3844444421,75,0.47097561
20171005,15,0.6433333158,30,0.321666669,45,0.4012820505
20171006,5,0.6200000048,25,0.3099999994,30,0.1781818145
20171007,15,0.7399999897,5,0.4099999964,20,0.4672972928
20171008,75,0.6146666646,20,0.257500004,95,0.4709195388
20171009,165,0.6393939401,10,0.2400000021,175,0.438028166
20171010,240,0.683124998,30,0.2350000013,270,0.5429411799
20171011,315,0.6671428586,10,0.2649999931,325,0.5272477059
20171012,255,0.7158823551,5,0.1000000015,260,0.4954901967
20171013,475,0.6922105262,65,0.3499999958,540,0.4024999891
20171014,50,0.6819999933,195,0.300512817,245,0.5436363598
20171015,90,0.7055555615,235,0.2397872323,325,0.542195121
20171016,165,0.6287878788,150,0.3046666652,315,0.5185321088
20171017,235,0.64255319,595,0.268571429,830,0.4796666666
20171018,195,0.6623076934,80,0.2831250002,275,0.538295454
20171019,255,0.6519607773,40,0.3575000018,295,0.5609302326
20171020,160,0.6446874999,280,0.3166071434,440,0.3474999936
20171021,15,0.6033333341,155,0.2970967734,170,0.571212121
20171022,95,0.728421058,105,0.3142857121,200,0.6388461522
20171023,250,0.6473999953,270,0.2592592581,520,0.5234567893
20171024,190,0.6692105249,90,0.291111108,280,0.4804166654
20171025,170,0.6535294161,5,0.270000011,175,0.548108109
20171026,465,0.6183870967,30,0.3216666629,495,0.5409523838
20171027,140,0.6296428527,155,0.3012903219,295,0.419999995
20171028,10,0.5849999785,170,0.3261764703,180,0.4025000045
20171029,110,0.62545454,180,0.2936111115,290,0.5272727324
20171030,305,0.6754098368,430,0.3197674417,735,0.4966666599
20171031,860,0.6311627886,185,0.3164864883,1045,0.5450000033
20171101,550,0.6509999985,25,0.2939999983,575,0.4819999903
20171102,575,0.6435652168,50,0.3259999961,625,0.290000002
20171103,195,0.6584615356,195,0.3051282038,390,0.5499999911
20171104,10,0.699999988,820,0.3268902439,830,0.5824999982
20171105,65,0.6630769234,410,0.3209756088,475,0.557608695
20171106,220,0.6356818202,320,0.3090624995,540,0.5116091927
20171107,120,0.6362500042,185,0.304864864,305,0.4845454546
20171108,175,0.6671428544,20,0.2100000009,195,0.5635802477
20171109,185,0.6764864825,70,0.3157142853,255,0.4566355143
20171110,110,0.6704545455,170,0.3232352944,280,0.4365384591
20171111,10,0.7400000095,120,0.2575000009,130,0.5984615431
20171112,135,0.6866666697,130,0.3223076921,265,0.4323595509
20171113,120,0.6845833287,165,0.2906060621,285,0.505256409
20171114,195,0.6328205176,125,0.3755999978,320,0.5405
20171115,265,0.6532075484,5,0.4399999976,270,0.449999996
20171116,680,0.6586764709,50,0.2130000003,730,0.5173999989
20171117,270,0.6437037035,90,0.3405555549,360,0.5200000033
20171118,65,0.6823076927,195,0.2935897435,260,0.6308000028
20171119,130,0.706923077,215,0.3267441836,345,0.5149382685
20171120,180,0.717222222,310,0.3509677416,490,0.507222221
20171121,140,0.7782142865,185,0.3499999992,325,0.4684285738
20171122,225,0.6626666625,35,0.335714287,260,0.474916201
20171123,165,0.6763636289,45,0.3411111087,210,0.4513846145
20171124,115,0.6673913028,135,0.2988888876,250,0.37714285
20171126,190,0.6852631553,110,0.3245454562,300,0.5318749947
20171127,115,0.7134782594,250,0.3077999984,365,0.531
20171128,225,0.6048888842,200,0.2930000003,425,0.4826488085
20171129,325,0.654615383,110,0.3504545488,435,0.5100520821
20171130,200,0.6680000052,25,0.2299999997,225,0.5239664799
20171201,85,0.645294123,45,0.4277777738,130,0.4863157876
20171202,25,0.6620000243,380,0.2259210538,405,0.37333333
20171203,90,0.6583333313,540,0.2702777784,630,0.4829629629
20171204,105,0.6780952329,350,0.2637142861,455,0.4994871807
20171205,150,0.6326666653,225,0.2291111114,375,0.446875003
20171206,210,0.6616666672,185,0.2891891881,395,0.520163933
20171207,200,0.6750000015,20,0.1949999966,220,0.4945714271
20171208,80,0.700000003,65,0.2853846156,145,0.5136170201
20171209,10,0.8149999976,230,0.2893478257,240,0.6400000056
20171210,75,0.6333333294,360,0.2272222237,435,0.5586486509
20171211,170,0.6976470579,215,0.2744186055,385,0.5371428542
20171212,250,0.654799999,180,0.2883333338,430,0.4632051305
20171213,165,0.6390909047,85,0.2864705894,250,0.5069791662
20171214,175,0.6599999973,20,0.2050000029,195,0.5623232324
20171215,170,0.697941177,70,0.2135714303,240,0.5242857138
20171216,140,0.696071425,240,0.2295833331,380,0.5610000007
20171217,140,0.6864285746,210,0.3535714301,350,0.6128571421
20171218,185,0.685135133,105,0.2961904728,290,0.5379365073
20171219,145,0.6551724056,135,0.2944444437,280,0.5786000011
20171220,425,0.6769411788,70,0.3185714294,495,0.475894734
20171221,285,0.6892982439,15,0.3666666647,300,0.466301367
20171222,185,0.6575675671,10,0.375,195,0.5124444453
20171223,10,0.6299999952,160,0.3450000002,170,0.2299999997
20171224,10,0.599999994,225,0.3446666688,235,0.635957444
20171225,50,0.725999999,290,0.2922413803,340,0.3391919198
20171226,75,0.6886666695,245,0.233265304,320,0.3686928095
20171227,130,0.6857692347,150,0.2983333355,280,0.4519259253
20171228,195,0.6841025658,90,0.1416666682,285,0.4356470614
20171229,100,0.7450000048,25,0.1260000028,125,0.4012962972
20171231,25,0.6580000043,60,0.1916666656,85,0.4544444564
20180101,50,0.7679999948,135,0.2722222209,185,0.5019354828
20180102,140,0.6471428509,200,0.313499999,340,0.4111940279
20180103,105,0.6166666661,190,0.2760526291,295,0.3464705889
20180104,130,0.6453846143,50,0.2759999968,180,0.465764707
20180105,75,0.6259999911,25,0.311999993,100,0.4918421063
20180106,10,0.7450000048,15,0.2366666626,25,0.486969699
20180107,70,0.6492857082,15,0.3433333387,85,0.4083333345
20180108,150,0.698333337,110,0.2199999991,260,0.430689654
20180109,190,0.6813157891,195,0.2217948721,385,0.423658536
20180110,120,0.694583332,115,0.2556521744,235,0.5172826089
20180111,105,0.6619047608,95,0.3063157882,200,0.5057407367
20180112,65,0.6823076927,20,0.3024999928,85,0.5008064498
20180113,5,0.7400000095,25,0.3320000019,30,0.5872916673
20180114,80,0.661250003,125,0.3247999971,205,0.6641935447
20180115,175,0.6342857139,75,0.3026666649,250,0.6656666696
20180116,215,0.6516279093,185,0.3216216213,400,0.5273913031
20180117,190,0.6510526271,100,0.299999999,290,0.4663513494
20180118,95,0.6521052655,30,0.3433333337,125,0.5209090927
20180119,35,0.645714283,35,0.2957142879,70,0.4784905641
20180121,15,0.7066666683,120,0.2974999986,135,0.4967164187
20180122,140,0.6882142808,180,0.316111111,320,0.1905000009
20180123,95,0.7036842076,120,0.3229166643,215,0.2614285717
20180124,125,0.67,95,0.3178947384,220,0.4345454536
20180125,185,0.6518918936,90,0.2522222216,275,0.4209523811
20180126,170,0.6276470563,15,0.1733333332,185,0.4601515161
20180127,15,0.649999996,10,0.3699999899,25,0.4827272724
20180128,25,0.6919999957,145,0.3127586186,170,0.5886666688
20180129,45,0.718888885,100,0.2484999998,145,0.311999993
20180130,55,0.70636364,230,0.2449999985,285,0.5000000012
20180131,130,0.6588461537,440,0.1988636366,570,0.6699999972
20180201,16,0.5768749975,250,0.2534000004,266,0.4591999961
20180202,10,0.6289999962,35,0.2614285664,45,0.36
20180203,3,0.6800000072,10,0.4050000012,13,0.4624489792
20180204,19,0.6505263165,85,0.2147058865,104,0.4473529365
20180205,17,0.6552941168,50,0.3160000026,67,0.449999997
20180206,15,0.609333332,70,0.2735714282,85,0.5657894697
20180207,16,0.6068750024,23,0.2956521744,39,0.5285454552
20180208,23,0.6604347851,16,0.3349999997,39,0.5741509426
