date,positive_count,positive_score,negative_count,negative_score,total_count,total_score
20160301,104,0.7301923008,50,0.2250000036,154,0.4394736813
20160302,177,0.662033902,69,0.3452173911,246,0.4447058632
20160303,145,0.627241378,19,0.3005263158,164,0.5910294141
20160304,83,0.7463855528,158,0.3074683535,241,0.4157819906
20160305,5,0.7200000286,75,0.317733334,80,0.5691279037
20160306,54,0.6068518493,27,0.2944444418,81,0.5194812679
20160307,72,0.6848611095,42,0.3511904756,114,0.6435680766
20160308,48,0.6464583228,42,0.3278571424,90,0.5394615394
20160309,56,0.5958928551,38,0.2594736832,94,0.2718181776
20160310,99,0.6549494965,98,0.2246938775,197,0.5051923088
20160311,108,0.6299999985,69,0.3930434746,177,0.5423228338
20160312,6,0.5883333385,192,0.3269791645,198,0.5350295874
20160313,47,0.6829787239,22,0.3195454607,69,0.5310280343
20160314,118,0.670677966,23,0.332173913,141,0.6039603982
20160315,66,0.623333334,58,0.3570689605,124,0.5410975633
20160316,86,0.6902325569,103,0.3446601953,189,0.6194444481
20160317,105,0.6432380932,96,0.2404166671,201,0.4444000024
20160318,200,0.6713499975,272,0.2716911742,472,0.44655914
20160319,41,0.696097559,135,0.3388888868,176,0.6638211324
20160320,64,0.6562500047,10,0.2800000012,74,0.4948059717
20160321,97,0.7718556702,39,0.30307692,136,0.5217272721
20160322,62,0.6969354758,72,0.2090277793,134,0.635454553
20160323,77,0.644155846,75,0.2409333344,152,0.7200000286
20160324,75,0.6673333343,64,0.357968746,139,0.4949999983
20160325,27,0.7537037046,41,0.254634146,68,0.5533333322
20160326,20,0.5599999875,51,0.293921567,71,0.47546511
20160327,57,0.6061403459,22,0.3654545437,79,0.3596753239
20160328,86,0.6256976765,67,0.3508955217,153,0.5473809518
20160329,52,0.6517307781,44,0.3463636367,96,0.4360666648
20160330,109,0.6398165051,33,0.3400000009,142,0.3771428631
20160331,40,0.631499994,154,0.3011038935,194,0.567714286
20160401,30,0.599999992,103,0.2830097073,133,0.5673295437
20160402,6,0.5299999714,64,0.2332812476,70,0.4534911252
20160403,56,0.6548214225,2,0.449999988,58,0.452967033
20160404,32,0.695937505,31,0.2980645157,63,0.3751724115
20160405,67,0.6620895507,80,0.2612499997,147,0.537373132
20160406,34,0.689117642,87,0.242758621,121,0.614509802
20160407,234,0.6436324761,117,0.2508547018,351,0.5225242737
20160408,64,0.582343745,125,0.332559999,189,0.5320710066
20160409,1,0.5299999714,75,0.3678666682,76,0.447299267
20160410,87,0.6335632178,82,0.3115853689,169,0.5142553182
20160411,208,0.6459615382,137,0.2589051092,345,0.5214655177
20160412,114,0.6463157885,42,0.3023809519,156,0.4530769223
20160413,44,0.5763636326,10,0.4000000015,54,0.4580952312
20160414,82,0.6871951201,14,0.291428574,96,0.4682258038
20160415,82,0.7452439019,30,0.3719999954,112,0.5311538477
20160416,11,0.6990908926,10,0.4050000012,21,0.5307058881
20160417,30,0.7080000043,26,0.1780769225,56,0.4414828846
20160418,85,0.6572941226,51,0.3478431347,136,0.3804895077
20160419,256,0.6916406208,94,0.268085105,350,0.3503191448
20160420,64,0.6360937422,105,0.2654285691,169,0.5099999756
20160421,116,0.6862930995,65,0.2138461529,181,0.5277011454
20160422,113,0.7008849578,36,0.2497222225,149,0.3854464298
20160423,25,0.774000001,6,0.071666668,31,0.4251948045
20160424,29,0.6237931046,33,0.2809090894,62,0.3495364234
20160425,129,0.6904651158,67,0.3159701511,196,0.5353203323
20160426,137,0.6587591223,299,0.1586287621,436,0.466618704
20160427,96,0.6677083323,111,0.2448648649,207,0.5299999714
20160428,169,0.6521893486,198,0.2817676747,367,0.4773372793
20160429,19,0.6831578895,67,0.2840298503,86,0.4922608693
20160501,24,0.7241666615,12,0.3183333303,36,0.553717948
20160502,68,0.6476470565,7,0.2242857122,75,0.5437037009
20160503,118,0.6854237288,142,0.2115492953,260,0.6294791654
20160504,109,0.6557798079,109,0.3310091754,218,0.6452678555
20160505,79,0.68987342,90,0.3133333331,169,0.559047611
20160506,86,0.707209297,26,0.284999998,112,0.4619642877
20160507,21,0.6995238208,77,0.1879220771,98,0.5412500021
20160508,41,0.6426829245,12,0.307500001,53,0.5778857108
20160509,148,0.6833108132,10,0.2749999948,158,0.4057988122
20160510,155,0.6958709663,37,0.3924324346,192,0.5166298314
20160511,59,0.7062711877,40,0.2557500041,99,0.591879196
20160512,59,0.7122033895,27,0.2125925948,86,0.6380645172
20160513,62,0.67241935,33,0.1812121193,95,0.4412903223
20160514,25,0.6779999971,54,0.3118518522,79,0.5624489799
20160515,38,0.664473683,10,0.4099999964,48,0.3157798157
20160516,58,0.632586212,62,0.323870968,120,0.4409661831
20160517,72,0.6737499974,87,0.3268965506,159,0.4523433229
20160518,191,0.6438219925,129,0.2806201528,320,0.3722093008
20160519,51,0.6662745102,120,0.2881666669,171,0.3183333303
20160520,33,0.743333329,80,0.1994999997,113,0.6112903181
20160521,5,0.7300000191,17,0.241764705,22,0.3527619037
20160522,119,0.7081512588,15,0.3399999887,134,0.5152422913
20160523,105,0.6592380938,45,0.2679999994,150,0.5009045178
20160524,59,0.653389825,92,0.3418478294,151,0.5896190489
20160525,113,0.645486727,70,0.3561428597,183,0.4619018371
20160526,87,0.643218394,116,0.2649999996,203,0.5569697045
20160527,129,0.7004651145,90,0.2620000011,219,0.5705882324
20160528,5,0.7699999809,20,0.3574999969,25,0.6251351375
20160529,13,0.6230769112,12,0.094999999,25,0.6055897433
20160530,80,0.7220000088,50,0.3039999997,130,0.5512790714
20160531,101,0.635445547,74,0.2889189215,175,0.5217391295
20160601,134,0.6720149197,82,0.3248780483,216,0.5045689631
20160602,187,0.6726737969,31,0.3680645141,218,0.6014285684
20160603,64,0.6610937463,37,0.2743243243,101,0.4532999995
20160605,85,0.652941173,44,0.3115909079,129,0.4491724152
20160606,50,0.629799987,10,0.3919999942,60,0.4214427837
20160607,136,0.6671323548,85,0.394941177,221,0.5065916418
20160608,141,0.6525531902,82,0.344999997,223,0.381221374
20160609,51,0.6319607824,40,0.255749998,91,0.5727999966
20160610,67,0.6274626878,29,0.2524137886,96,0.4374999963
20160611,11,0.5972727266,21,0.2557142881,32,0.587378047
20160612,52,0.6684615291,46,0.3389130419,98,0.5110152292
20160613,147,0.7214285727,105,0.2657142859,252,0.492093022
20160614,110,0.6193636352,79,0.324556962,189,0.4527510923
20160615,134,0.6273880565,77,0.2236363645,211,0.4493785332
20160616,51,0.6213725478,95,0.3194736844,146,0.6544295283
20160617,96,0.692291667,6,0.1900000051,102,0.7699999809
20160618,15,0.6666666667,9,0.2699999929,24,0.3695999933
20160619,66,0.63833334,41,0.299024389,107,0.5612307746
20160620,50,0.6471999931,93,0.3335483899,143,0.4889142882
20160621,83,0.643253009,34,0.2914705904,117,0.5402314778
20160622,112,0.7416071407,20,0.3399999961,132,0.629357798
20160623,78,0.7037179592,26,0.2769230772,104,0.5194059382
20160624,38,0.7286842058,47,0.2265957483,85,0.5365116252
20160626,66,0.6677272699,7,0.358571423,73,0.5901666549
20160627,67,0.7358208886,46,0.2034782597,113,0.5624434403
20160628,76,0.7243421062,21,0.2885714276,97,0.5394618815
20160629,58,0.6789655151,32,0.2799999991,90,0.4665934046
20160630,70,0.6964285714,82,0.280243904,152,0.5141666662
20160701,83,0.6331325209,93,0.2168817193,176,0.5972727266
20160703,65,0.7009230806,2,0.1499999985,67,0.5497260214
20160704,104,0.640865385,32,0.3459374985,136,0.630259068
20160705,122,0.6731147512,130,0.2872307689,252,0.4466511623
20160706,137,0.6829197033,220,0.2382272719,357,0.5150704205
20160707,145,0.64813793,106,0.2605660375,251,0.3821093751
20160708,61,0.6777049137,125,0.3249599997,186,0.506858639
20160710,39,0.7038461597,86,0.256627906,125,0.5304761919
20160711,72,0.6808333306,5,0.4600000083,77,0.594133338
20160712,36,0.7094444335,27,0.2703703658,63,0.490329666
20160713,64,0.6389062507,88,0.3270454556,152,0.4796022728
20160714,60,0.7553333312,56,0.2737499993,116,0.6367808208
20160715,51,0.6664705919,115,0.2356521728,166,0.6294898035
20160716,2,0.6049999893,265,0.2651320752,267,0.5451562473
20160717,55,0.6679999958,129,0.2716279071,184,0.2265957483
20160718,68,0.699558816,14,0.2121428624,82,0.6380821887
20160719,84,0.6866666696,23,0.360869565,107,0.5191150397
20160720,120,0.660999995,100,0.1792999993,220,0.6300000005
20160721,67,0.6204477593,286,0.193916085,353,0.5371111094
20160722,3,0.7333333095,160,0.2218749996,163,0.4719078956
20160724,9,0.7177777621,146,0.2325342443,155,0.4131818132
20160725,8,0.6524999961,135,0.2077037028,143,0.1499999985
20160726,110,0.7039090904,15,0.2020000001,125,0.583814435
20160727,170,0.6929411758,14,0.155000002,184,0.4444017094
20160728,163,0.6304294474,110,0.2351818185,273,0.3933625715
20160729,44,0.693409092,359,0.2404178281,403,0.4986831248
20160730,5,0.8399999738,155,0.2825806459,160,0.498518518
20160731,45,0.7488888754,182,0.2874175818,227,0.4313605417
20160801,107,0.6883177635,96,0.3611458306,203,0.4600000083
20160802,35,0.6382857016,17,0.3352941156,52,0.5265151531
20160803,80,0.6346250005,108,0.240462963,188,0.4862499993
20160804,45,0.6693333348,54,0.2925925941,99,0.4442391257
20160805,62,0.5801612802,85,0.3342352934,147,0.3798324018
20160807,35,0.656571424,35,0.2725714277,70,0.3556307686
20160808,56,0.7228571421,31,0.367419355,87,0.3835000012
20160809,34,0.6438235307,26,0.3173076952,60,0.2612500032
20160810,77,0.6564935043,36,0.2633333339,113,0.5774358945
20160811,132,0.655075756,36,0.288055558,168,0.3898809487
20160812,47,0.7274468123,96,0.2196874987,143,0.3057837853
20160813,31,0.8070967697,119,0.3174789926,150,0.4100714262
20160814,1,0.5400000215,40,0.2575000031,41,0.3545539885
20160815,146,0.6658904067,10,0.2950000018,156,0.2191304334
20160816,69,0.6359420255,23,0.3060869612,92,0.2020000001
20160817,39,0.661538468,62,0.3530645149,101,0.3752173864
20160818,115,0.7329565209,92,0.2395652172,207,0.263474576
20160819,118,0.6933050868,62,0.26032258,180,0.3491258001
20160820,9,0.7544444468,64,0.2203124992,73,0.4972307692
20160821,32,0.669062503,93,0.2359139792,125,0.4494782603
20160822,73,0.6682191744,8,0.1599999983,81,0.465571427
20160823,52,0.6373076874,22,0.2890909039,74,0.8399999738
20160824,67,0.6264179153,93,0.2504301086,160,0.6354838606
20160825,88,0.6745454581,114,0.2200877184,202,0.4633488404
20160826,71,0.5998591504,239,0.2863598324,310,0.4285393217
20160827,1,0.699999988,251,0.2540637457,252,0.4798787877
20160828,41,0.6680487758,89,0.2979775259,130,0.4957500004
20160829,93,0.6637634449,81,0.1909876548,174,0.5092473051
20160830,138,0.6621739108,79,0.2501265812,217,0.5119672117
20160831,91,0.6851648341,70,0.2085714277,161,0.543043478
20160901,144,0.6740972205,82,0.258780489,226,0.4608571447
20160902,72,0.7009722177,99,0.2980808089,171,0.4141040445
20160903,6,0.6316666603,188,0.2097340426,194,0.49501992
20160904,61,0.6891803282,184,0.2353804344,245,0.5113793138
20160905,136,0.6518382391,12,0.2383333376,148,0.682195119
20160906,72,0.6677777709,43,0.2302325583,115,0.3158333387
20160907,127,0.6757480272,192,0.306354168,319,0.5726442274
20160908,64,0.657812494,72,0.2626388902,136,0.4094409922
20160909,45,0.6657777839,94,0.26968085,139,0.4152475267
20160911,30,0.6189999918,47,0.3131914912,77,0.5496648036
20160912,121,0.656280991,94,0.2084042551,215,0.4917061626
20160913,107,0.564112143,56,0.1778571435,163,0.4747058828
20160914,11,0.6963636333,48,0.2752083322,59,0.5142592587
20160915,6,0.7200000087,274,0.2681386847,280,0.4341566255
20160916,3,0.6633333365,191,0.2407329862,194,0.3507831304
20160917,6,0.5683333178,30,0.3313333307,36,0.3608169943
20160918,66,0.6609090829,22,0.1386363606,88,0.3632153407
20160919,40,0.6597500011,64,0.2999999999,104,0.4319374968
20160920,57,0.6184210453,4,0.3524999991,61,0.1971951222
20160921,53,0.6518867961,54,0.3255555552,107,0.3929166643
20160922,131,0.6419083981,89,0.2731460684,220,0.4682822105
20160923,47,0.6917021325,89,0.2805617998,136,0.5118181809
20160924,10,0.7099999785,83,0.2550602413,93,0.4834736841
20160925,51,0.731960784,135,0.2868148167,186,0.4111445776
20160926,28,0.637500003,103,0.1880582513,131,0.3663281234
20160927,80,0.7229999974,8,0.1637500045,88,0.3694444452
20160928,146,0.7067808223,158,0.2572151884,304,0.4994230772
20160929,143,0.691398597,390,0.1883333336,533,0.4496036607
20160930,65,0.6719999891,166,0.1655421691,231,0.4652083306
20161001,11,0.6318181645,412,0.1707524275,423,0.503031671
20161002,3,0.5266666611,269,0.194126395,272,0.5118918891
20161003,79,0.6507594865,97,0.1586597951,176,0.356474822
20161004,214,0.690607473,11,0.093636363,225,0.1778571435
20161005,157,0.7155414003,56,0.2305357152,213,0.4074358936
20161006,143,0.6672727241,74,0.282432434,217,0.3870379734
20161007,150,0.649666663,253,0.2304347833,403,0.3568456364
20161008,24,0.6241666575,380,0.1569473685,404,0.4292682899
20161009,53,0.6320754661,397,0.2077581864,450,0.2632142852
20161010,79,0.6260759446,243,0.2794650204,322,0.3162686568
20161011,72,0.684027772,54,0.3518518521,126,0.4819999903
20161012,136,0.6870588178,195,0.1948717952,331,0.5099999954
20161013,118,0.6238983036,508,0.1972440936,626,0.3930232569
20161014,104,0.6145192282,477,0.167610063,581,0.4124657518
20161015,81,0.5980246906,561,0.262121212,642,0.409705884
20161016,66,0.6098484785,460,0.2178478261,526,0.4616917308
20161017,147,0.6334013554,207,0.2210628003,354,0.3458666674
20161018,233,0.6905579421,197,0.2860406075,430,0.4672222123
20161019,80,0.6471250042,100,0.2354999987,180,0.3730621997
20161020,108,0.6396296289,194,0.2519587613,302,0.2184210531
20161021,37,0.700270271,147,0.2669387769,184,0.3468292678
20161022,7,0.6485714402,172,0.1306395346,179,0.3110035846
20161023,66,0.6431818198,140,0.162571428,206,0.3667233
20161024,76,0.7080263119,67,0.2698507467,143,0.364629626
20161025,119,0.6806722774,6,0.374999995,125,0.3627272639
20161026,180,0.6452222251,130,0.2279230786,310,0.2455932209
20161027,245,0.6379591859,102,0.2427450986,347,0.472614376
20161028,83,0.633614459,132,0.1944696964,215,0.4413062088
20161029,2,0.625,385,0.1539999993,387,0.3202607074
20161030,103,0.7295145572,475,0.2920631565,578,0.3294444436
20161031,60,0.6521666666,190,0.264210526,250,0.4207633573
20161101,132,0.603030305,5,0.2380000025,137,0.435641023
20161102,70,0.6660000009,50,0.2386000019,120,0.2883064507
20161103,94,0.6648936151,84,0.2946428557,178,0.2549574091
20161104,103,0.6832038847,154,0.2049999998,257,0.2353369757
20161105,11,0.6800000017,199,0.2775879376,210,0.3450358668
20161106,125,0.6851199989,64,0.3062500006,189,0.3007439443
20161107,43,0.6481395392,49,0.3265306093,92,0.352636654
20161108,56,0.6844642833,12,0.1541666696,68,0.3769424447
20161109,143,0.641748252,43,0.3567441849,186,0.3843373461
20161110,141,0.6978723428,32,0.2843749973,173,0.4163929588
20161111,105,0.6799047527,251,0.2516733062,356,0.5266842124
20161112,7,0.5614285639,81,0.304567902,88,0.2946031757
20161113,71,0.6978873258,69,0.2652173932,140,0.37032258
20161114,69,0.6392753539,64,0.2832812489,133,0.4229807698
20161115,112,0.6608928554,20,0.2179999992,132,0.5223076963
20161116,100,0.6190000021,61,0.2722950852,161,0.3677551037
20161117,152,0.6956578964,61,0.2914754106,213,0.441404493
20161118,155,0.6676129037,159,0.2653459114,314,0.4249800834
20161119,25,0.7079999924,84,0.3334523806,109,0.3104955757
20161120,116,0.6627586217,48,0.3295833288,164,0.4097638887
20161121,53,0.7122641487,68,0.293676472,121,0.3765201466
20161122,171,0.6342105231,10,0.375,181,0.3485714304
20161123,61,0.7255737674,97,0.1848453613,158,0.569084964
20161124,131,0.6850381735,105,0.2531428573,236,0.4436111103
20161125,41,0.6975609733,88,0.3448863622,129,0.3887062945
20161126,6,0.8333333234,101,0.2566336614,107,0.3786617087
20161127,50,0.615400002,47,0.2700000025,97,0.5196202523
20161128,87,0.70735632,43,0.2253488385,130,0.5682236841
20161129,50,0.7121999991,5,0.4799999893,55,0.4056521763
20161130,129,0.6810852714,91,0.2205494483,220,0.6010714275
20161201,165,0.7548484799,81,0.2787654324,246,0.4929333346
20161202,52,0.682307695,211,0.2772511832,263,0.3306188916
20161204,25,0.7579999924,110,0.2890000008,135,0.519821429
20161205,115,0.6694782672,111,0.3293693694,226,0.5557142879
20161206,128,0.633906246,44,0.2634090908,172,0.5297041359
20161207,58,0.6984482788,4,0.1125000017,62,0.3070370345
20161208,130,0.6493846151,7,0.1657142905,137,0.5012121237
20161209,28,0.7121428549,30,0.261000004,58,0.476076919
20161210,3,0.7733333111,169,0.3069822475,172,0.4288191871
20161211,58,0.7001724068,58,0.2403448283,116,0.4886413054
20161212,90,0.698999995,56,0.2771428578,146,0.6078000002
20161213,205,0.7133170706,44,0.3336363689,249,0.5535874446
20161214,114,0.6994736791,1,0.4799999893,115,0.6128571374
20161215,160,0.6718124952,41,0.2929268298,201,0.4451173716
20161216,73,0.7091780836,74,0.3452702713,147,0.4071518981
20161217,12,0.6583333164,79,0.3720253136,91,0.535907333
20161218,141,0.6946808442,44,0.3334090899,185,0.4332098741
20161219,114,0.677192975,62,0.3572580643,176,0.5754494429
20161220,167,0.705449104,33,0.3069696982,200,0.4558333329
20161221,116,0.6808620707,5,0.4799999893,121,0.672727262
20161222,161,0.7442236021,40,0.2909999997,201,0.3605673752
20161223,73,0.7246575413,58,0.3091379336,131,0.500714285
20161224,23,0.7343478281,59,0.267118646,82,0.3605747111
20161225,34,0.7411764702,67,0.3350746281,101,0.5006276155
20161226,142,0.6730281643,86,0.2498837211,228,0.5837318811
20161227,157,0.6650955373,66,0.3107575761,223,0.4903125014
20161228,70,0.6940000006,5,0.4900000095,75,0.1125000017
20161229,71,0.632957744,6,0.2466666649,77,0.628437495
20161230,26,0.5646153757,77,0.3375324662,103,0.5849655231
20161231,1,0.6200000048,74,0.2167567559,75,0.4478787856
20170101,85,0.6988235326,36,0.3541666689,121,0.4693965535
20170102,275,0.6445454587,32,0.2899999965,307,0.5373118279
20170103,265,0.722075477,39,0.255128205,304,0.4808333357
20170104,345,0.7094202905,35,0.3371428549,380,0.6999999806
20170105,350,0.7722857143,155,0.3400000007,505,0.5315151476
20170106,650,0.6338461527,115,0.3260869594,765,0.5393902416
20170107,80,0.6781250052,165,0.2948484831,245,0.6183802791
20170108,125,0.7395999932,110,0.3504545438,235,0.5975316416
20170109,430,0.7144186032,410,0.4018292678,840,0.5839639605
20170110,170,0.6861764683,20,0.307500001,190,0.5839622655
20170111,285,0.7019298233,20,0.2774999999,305,0.6058823379
20170112,275,0.6319999987,245,0.3167346942,520,0.6054696079
20170113,90,0.6516666611,145,0.3237931008,235,0.5530813913
20170114,5,0.6899999976,290,0.3053448274,295,0.5910177012
20170115,90,0.676111102,315,0.3352380983,405,0.5542622966
20170116,160,0.6915624999,225,0.2064444454,385,0.572105263
20170117,90,0.6277777784,35,0.2128571458,125,0.5281295002
20170118,280,0.629821425,70,0.3207142864,350,0.690714289
20170119,215,0.6353488343,410,0.2201219521,625,0.6669999994
20170120,50,0.6389999986,320,0.28921875,370,0.5550684897
20170121,35,0.6128571459,345,0.3088405809,380,0.5214718584
20170122,80,0.6487500034,270,0.3177777773,350,0.5785849068
20170123,95,0.6526315777,80,0.1849999991,175,0.5264077642
20170124,635,0.6191338587,35,0.2128571432,670,0.3789230734
20170125,395,0.6527848093,80,0.2443749998,475,0.6200000048
20170126,330,0.6409090902,390,0.2174358971,720,0.593333335
20170127,35,0.6042857085,870,0.2812068958,905,0.5347674447
20170128,5,0.6700000167,700,0.2457142854,705,0.6022368466
20170129,55,0.5900000009,360,0.2706944451,415,0.5752941175
20170130,35,0.6399999942,45,0.2477777778,80,0.6714130431
20170131,50,0.6839999974,15,0.2966666669,65,0.5441037727
20170201,210,0.6480952345,15,0.3400000085,225,0.6040000044
20170202,110,0.6840909069,45,0.2488888885,155,0.6758620631
20170203,70,0.6585714306,165,0.3121212132,235,0.5700740733
20170204,5,0.6600000262,260,0.2871153844,265,0.519365077
20170205,60,0.650000001,180,0.3163888892,240,0.5019130428
20170206,170,0.6261764677,145,0.3006896554,315,0.4735593231
20170207,155,0.6370967742,25,0.303999994,180,0.3336507928
20170208,140,0.6510714229,90,0.3072222219,230,0.2725000023
20170209,200,0.6747499987,365,0.2176712339,565,0.5206249952
20170210,75,0.6520000021,275,0.2363636383,350,0.3524561409
20170211,15,0.6099999944,125,0.2184000018,140,0.3635365856
20170212,25,0.6800000072,125,0.3007999992,150,0.452639999
20170213,265,0.6043396187,205,0.2148780511,470,0.4585566995
20170214,115,0.61956522,35,0.1985714284,150,0.3596153835
20170215,175,0.7068571465,100,0.3785,275,0.4128571445
20170216,180,0.56694444,375,0.3070666668,555,0.4465625016
20170217,135,0.6099999944,310,0.3019354833,445,0.3026804119
20170218,85,0.604705877,180,0.2358333322,265,0.4237873751
20170219,175,0.5897142836,290,0.3262068952,465,0.3925570771
20170220,155,0.6258064528,505,0.2484158416,660,0.4477536232
20170221,160,0.6521874964,95,0.3268421033,255,0.4037499975
20170222,250,0.622799996,100,0.2375000011,350,0.3900000043
20170223,305,0.6711475351,255,0.3105882339,560,0.5364285739
20170224,150,0.6189999998,280,0.255714286,430,0.4199999972
20170225,30,0.5866666635,200,0.2664999994,230,0.3986046513
20170226,265,0.6669811325,155,0.2880645166,420,0.4484042536
20170227,350,0.6332857123,230,0.229565217,580,0.4558620683
20170228,235,0.640851063,25,0.3180000037,260,0.4172093031
20170301,110,0.695909091,85,0.3429411755,195,0.3633333327
20170302,225,0.6146666606,155,0.2770967733,380,0.4443333335
20170303,80,0.6399999969,115,0.2821739141,195,0.3474766353
20170304,10,0.7250000238,135,0.2737037047,145,0.3808139547
20170305,40,0.7050000057,235,0.3244680861,275,0.4469811299
20170306,325,0.6810769228,170,0.2282352941,495,0.5309230758
20170307,395,0.6606329121,15,0.2566666603,410,0.331964288
20170308,220,0.6645454561,35,0.2199999999,255,0.3219999982
20170309,115,0.6226086979,255,0.3458823538,370,0.4388000014
20170310,40,0.6762500033,145,0.344482759,185,0.4301562485
20170311,65,0.6053846158,190,0.3447368443,255,0.3878823533
20170312,50,0.7600000024,255,0.3488235276,305,0.4680281703
20170313,275,0.6610909104,70,0.2692857136,345,0.4184042528
20170314,335,0.6853731346,35,0.3971428531,370,0.3246874989
20170315,175,0.6525714295,45,0.3744444466,220,0.4580555521
20170316,350,0.6852857164,155,0.3590322567,505,0.4616363627
20170317,270,0.6642592582,165,0.3106060622,435,0.4297560971
20170318,5,0.5199999809,145,0.2572413804,150,0.3998863625
20170319,85,0.7464705916,150,0.311666667,235,0.464444442
20170320,180,0.6763888829,230,0.3328260859,410,0.5420652136
20170321,365,0.6827397257,30,0.2499999966,395,0.3832894734
20170322,140,0.669642855,30,0.3116666644,170,0.4645454545
20170323,90,0.5983333356,165,0.2703030322,255,0.5882857144
20170324,255,0.6194117665,270,0.380185184,525,0.5239603944
20170325,25,0.5960000038,260,0.3196153843,285,0.5229999996
20170326,105,0.6942857107,185,0.3005405402,290,0.4632653067
20170327,160,0.6546874978,450,0.203111111,610,0.4664130411
20170328,185,0.6310810801,55,0.3309090849,240,0.359999999
20170329,175,0.6494285703,65,0.2853846152,240,0.4440000057
20170330,385,0.6736363629,260,0.2638461533,645,0.4786666696
20170331,95,0.6315789442,230,0.337391301,325,0.5337068968
20170401,10,0.7000000179,155,0.3706451635,165,0.5757407415
20170402,130,0.6926923096,250,0.2994000007,380,0.5163414653
20170403,205,0.6643902427,195,0.2964102555,400,0.4339189184
20170404,150,0.6433333337,20,0.2399999965,170,0.417272728
20170405,260,0.6721153832,140,0.2964285713,400,0.5324999988
20170406,175,0.6648571372,285,0.307368421,460,0.5773684233
20170407,510,0.6285294084,165,0.2593939397,675,0.5522093027
20170408,35,0.595714271,215,0.326976745,250,0.5617000007
20170409,75,0.6386666735,225,0.2922222209,300,0.473437501
20170410,275,0.6578181809,640,0.2441406253,915,0.5732000016
20170411,125,0.636800001,50,0.2269999968,175,0.511799999
20170412,250,0.629399997,55,0.3618181827,305,0.2885714229
20170413,180,0.6536111153,240,0.3212499989,420,0.6330434801
20170414,70,0.6007142833,185,0.235675675,255,0.4821739108
20170415,5,0.5899999738,195,0.3435897441,200,0.5540944875
