date,positive_count,positive_score,negative_count,negative_score,total_count,total_score
2023-05-17,5,0.6779999971389771,13,0.19461538785925273,18,0.4575000023469329
2023-05-18,8,0.6324999928474426,3,0.2066666670143604,11,0.33058823502677326
2023-05-19,1,0.5099999904632568,3,0.23000000168879828,4,0.3916666569809119
2023-05-24,2,0.5799999833106995,7,0.2957142825637545,9,0.3499999940395355
2023-05-31,3,0.6966666777928671,1,0.1299999952316284,4,0.42071428815168993
2023-06-01,1,0.5,2,0.1250000018626451,3,0.38625000044703484
2023-06-07,4,0.5474999845027924,1,0.0199999995529651,5,0.3666666597127914
2023-06-10,1,0.9399999976158142,2,0.33500000834465027,3,0.2953333345552285
2023-06-11,1,0.5199999809265137,9,0.22444444770614302,10,0.2066666670143604
2023-06-18,2,0.7350000143051147,4,0.24499999731779093,6,0.23000000168879828
